TEAM NAME,ref,MATCHUP,LOCATION,WL,OPPONENT,ref2
Indianapolis Colts, Indianapolis Colts, Indianapolis Colts vs. Chicago Bears,Home,W,Chicago Bears, Chicago Bears
Jacksonville Jaguars, Jacksonville Jaguars, Jacksonville Jaguars @ Chicago Bears,Away,W,Chicago Bears, Chicago Bears
Jacksonville Jaguars, Jacksonville Jaguars, Jacksonville Jaguars vs. Chicago Bears,Home,L,Chicago Bears, Chicago Bears
Los Angeles Rams,Los Angeles Rams,Los Angeles Rams @ Chicago Bears,Away,L,Chicago Bears, Chicago Bears
Los Angeles Rams,Los Angeles Rams,Los Angeles Rams vs. Chicago Bears,Home,W,Chicago Bears, Chicago Bears
Miami Dolphins, Miami Dolphins, Miami Dolphins @ Chicago Bears,Away,W,Chicago Bears, Chicago Bears
Miami Dolphins, Miami Dolphins, Miami Dolphins vs. Chicago Bears,Home,L,Chicago Bears, Chicago Bears
Minnesota Vikings, Minnesota Vikings, Minnesota Vikings @ Chicago Bears,Away,L,Chicago Bears, Chicago Bears
Minnesota Vikings, Minnesota Vikings, Minnesota Vikings @ Chicago Bears,Away,L,Chicago Bears, Chicago Bears
Minnesota Vikings, Minnesota Vikings, Minnesota Vikings @ Chicago Bears,Away,L,Chicago Bears, Chicago Bears
Minnesota Vikings, Minnesota Vikings, Minnesota Vikings @ Chicago Bears,Away,L,Chicago Bears, Chicago Bears
Minnesota Vikings, Minnesota Vikings, Minnesota Vikings @ Chicago Bears,Away,W,Chicago Bears, Chicago Bears
Minnesota Vikings, Minnesota Vikings, Minnesota Vikings vs. Chicago Bears,Home,L,Chicago Bears, Chicago Bears
Minnesota Vikings, Minnesota Vikings, Minnesota Vikings vs. Chicago Bears,Home,W,Chicago Bears, Chicago Bears
Minnesota Vikings, Minnesota Vikings, Minnesota Vikings vs. Chicago Bears,Home,W,Chicago Bears, Chicago Bears
Minnesota Vikings, Minnesota Vikings, Minnesota Vikings vs. Chicago Bears,Home,W,Chicago Bears, Chicago Bears
Minnesota Vikings, Minnesota Vikings, Minnesota Vikings vs. Chicago Bears,Home,W,Chicago Bears, Chicago Bears
New Orleans Saints, New Orleans Saints, New Orleans Saints @ Chicago Bears,Away,W,Chicago Bears, Chicago Bears
New Orleans Saints, New Orleans Saints, New Orleans Saints @ Chicago Bears,Away,W,Chicago Bears, Chicago Bears
New Orleans Saints, New Orleans Saints, New Orleans Saints vs. Chicago Bears,Home,L,Chicago Bears, Chicago Bears
New Orleans Saints, New Orleans Saints, New Orleans Saints vs. Chicago Bears,Home,L,Chicago Bears, Chicago Bears
New York Giants, New York Giants, New York Giants @ Chicago Bears,Away,L,Chicago Bears, Chicago Bears
New York Giants, New York Giants, New York Giants vs. Chicago Bears,Home,W,Chicago Bears, Chicago Bears
Oakland Raiders, Oakland Raiders, Oakland Raiders @ Chicago Bears,Away,L,Chicago Bears, Chicago Bears
Oakland Raiders, Oakland Raiders, Oakland Raiders vs. Chicago Bears,Home,W,Chicago Bears, Chicago Bears
Philadelphia Eagles, Philadelphia Eagles, Philadelphia Eagles @ Chicago Bears,Away,W,Chicago Bears, Chicago Bears
Philadelphia Eagles, Philadelphia Eagles, Philadelphia Eagles vs. Chicago Bears,Home,L,Chicago Bears, Chicago Bears
Seattle Seahawks, Seattle Seahawks, Seattle Seahawks @ Chicago Bears,Away,W,Chicago Bears, Chicago Bears
Seattle Seahawks, Seattle Seahawks, Seattle Seahawks vs. Chicago Bears,Home,L,Chicago Bears, Chicago Bears
San Francisco 49ers, San Francisco 49ers, San Francisco 49ers @ Chicago Bears,Away,L,Chicago Bears, Chicago Bears
San Francisco 49ers, San Francisco 49ers, San Francisco 49ers @ Chicago Bears,Away,W,Chicago Bears, Chicago Bears
San Francisco 49ers, San Francisco 49ers, San Francisco 49ers vs. Chicago Bears,Home,L,Chicago Bears, Chicago Bears
San Francisco 49ers, San Francisco 49ers, San Francisco 49ers vs. Chicago Bears,Home,W,Chicago Bears, Chicago Bears
Tampa Bay Buccaneers, Tampa Bay Buccaneers, Tampa Bay Buccaneers @ Chicago Bears,Away,L,Chicago Bears, Chicago Bears
Tampa Bay Buccaneers, Tampa Bay Buccaneers, Tampa Bay Buccaneers vs. Chicago Bears,Home,W,Chicago Bears, Chicago Bears
Tennessee Titans,Tennessee Titans,Tennessee Titans @ Chicago Bears,Away,W,Chicago Bears, Chicago Bears
Tennessee Titans,Tennessee Titans,Tennessee Titans vs. Chicago Bears,Home,L,Chicago Bears, Chicago Bears
Washington Redskins, Washington Redskins, Washington Redskins @ Chicago Bears,Away,W,Chicago Bears, Chicago Bears
Washington Redskins, Washington Redskins, Washington Redskins @ Chicago Bears,Away,W,Chicago Bears, Chicago Bears
Washington Redskins, Washington Redskins, Washington Redskins vs. Chicago Bears,Home,L,Chicago Bears, Chicago Bears
Washington Redskins, Washington Redskins, Washington Redskins vs. Chicago Bears,Home,L,Chicago Bears, Chicago Bears
Atlanta Falcons, Atlanta Falcons, Atlanta Falcons @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
Atlanta Falcons, Atlanta Falcons, Atlanta Falcons vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
Baltimore Ravens, Baltimore Ravens, Baltimore Ravens @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
Baltimore Ravens, Baltimore Ravens, Baltimore Ravens @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
Baltimore Ravens, Baltimore Ravens, Baltimore Ravens @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
Baltimore Ravens, Baltimore Ravens, Baltimore Ravens @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
Baltimore Ravens, Baltimore Ravens, Baltimore Ravens @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
Baltimore Ravens, Baltimore Ravens, Baltimore Ravens vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
Baltimore Ravens, Baltimore Ravens, Baltimore Ravens vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
Baltimore Ravens, Baltimore Ravens, Baltimore Ravens vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
Baltimore Ravens, Baltimore Ravens, Baltimore Ravens vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
Baltimore Ravens, Baltimore Ravens, Baltimore Ravens vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
Buffalo Bills, Buffalo Bills, Buffalo Bills @ Cincinnati Bengals,Away,W,Cincinnati Bengals, Cincinnati Bengals
Buffalo Bills, Buffalo Bills, Buffalo Bills vs. Cincinnati Bengals,Home,L,Cincinnati Bengals, Cincinnati Bengals
Carolina Panthers, Carolina Panthers, Carolina Panthers @ Cincinnati Bengals,Away,W,Cincinnati Bengals, Cincinnati Bengals
Carolina Panthers, Carolina Panthers, Carolina Panthers vs. Cincinnati Bengals,Home,Tie,Cincinnati Bengals, Cincinnati Bengals
Cleveland Browns, Cleveland Browns, Cleveland Browns @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
Cleveland Browns, Cleveland Browns, Cleveland Browns @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
Cleveland Browns, Cleveland Browns, Cleveland Browns @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
Cleveland Browns, Cleveland Browns, Cleveland Browns @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
Cleveland Browns, Cleveland Browns, Cleveland Browns @ Cincinnati Bengals,Away,W,Cincinnati Bengals, Cincinnati Bengals
Cleveland Browns, Cleveland Browns, Cleveland Browns vs. Cincinnati Bengals,Home,L,Cincinnati Bengals, Cincinnati Bengals
Cleveland Browns, Cleveland Browns, Cleveland Browns vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
Cleveland Browns, Cleveland Browns, Cleveland Browns vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
Cleveland Browns, Cleveland Browns, Cleveland Browns vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
Cleveland Browns, Cleveland Browns, Cleveland Browns vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
Dallas Cowboys, Dallas Cowboys, Dallas Cowboys @ Cincinnati Bengals,Away,W,Cincinnati Bengals, Cincinnati Bengals
Dallas Cowboys, Dallas Cowboys, Dallas Cowboys vs. Cincinnati Bengals,Home,L,Cincinnati Bengals, Cincinnati Bengals
Denver Broncos, Denver Broncos, Denver Broncos @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
Denver Broncos, Denver Broncos, Denver Broncos @ Cincinnati Bengals,Away,W,Cincinnati Bengals, Cincinnati Bengals
Denver Broncos, Denver Broncos, Denver Broncos @ Cincinnati Bengals,Away,W,Cincinnati Bengals, Cincinnati Bengals
Denver Broncos, Denver Broncos, Denver Broncos vs. Cincinnati Bengals,Home,L,Cincinnati Bengals, Cincinnati Bengals
Denver Broncos, Denver Broncos, Denver Broncos vs. Cincinnati Bengals,Home,L,Cincinnati Bengals, Cincinnati Bengals
Denver Broncos, Denver Broncos, Denver Broncos vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
Green Bay Packers, Green Bay Packers, Green Bay Packers @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
Green Bay Packers, Green Bay Packers, Green Bay Packers vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
Houston Texans, Houston Texans, Houston Texans @ Cincinnati Bengals,Away,W,Cincinnati Bengals, Cincinnati Bengals
Houston Texans, Houston Texans, Houston Texans vs. Cincinnati Bengals,Home,L,Cincinnati Bengals, Cincinnati Bengals
Indianapolis Colts, Indianapolis Colts, Indianapolis Colts @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
Indianapolis Colts, Indianapolis Colts, Indianapolis Colts vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
Jacksonville Jaguars, Jacksonville Jaguars, Jacksonville Jaguars @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
Jacksonville Jaguars, Jacksonville Jaguars, Jacksonville Jaguars vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
Kansas City Chiefs, Kansas City Chiefs, Kansas City Chiefs @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
Kansas City Chiefs, Kansas City Chiefs, Kansas City Chiefs vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
Los Angeles Chargers,Los Angeles Chargers,Los Angeles Chargers @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
Los Angeles Chargers,Los Angeles Chargers,Los Angeles Chargers @ Cincinnati Bengals,Away,W,Cincinnati Bengals, Cincinnati Bengals
Los Angeles Chargers,Los Angeles Chargers,Los Angeles Chargers vs. Cincinnati Bengals,Home,L,Cincinnati Bengals, Cincinnati Bengals
Los Angeles Chargers,Los Angeles Chargers,Los Angeles Chargers vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
Los Angeles Rams,Los Angeles Rams,Los Angeles Rams @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
Los Angeles Rams,Los Angeles Rams,Los Angeles Rams vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
Miami Dolphins, Miami Dolphins, Miami Dolphins @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
Miami Dolphins, Miami Dolphins, Miami Dolphins @ Cincinnati Bengals,Away,W,Cincinnati Bengals, Cincinnati Bengals
Miami Dolphins, Miami Dolphins, Miami Dolphins vs. Cincinnati Bengals,Home,L,Cincinnati Bengals, Cincinnati Bengals
Miami Dolphins, Miami Dolphins, Miami Dolphins vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
Minnesota Vikings, Minnesota Vikings, Minnesota Vikings @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
Minnesota Vikings, Minnesota Vikings, Minnesota Vikings vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
New England Patriots, New England Patriots, New England Patriots @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
New England Patriots, New England Patriots, New England Patriots vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
New York Giants, New York Giants, New York Giants @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
New York Giants, New York Giants, New York Giants vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
New York Jets, New York Jets, New York Jets @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
New York Jets, New York Jets, New York Jets vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
Oakland Raiders, Oakland Raiders, Oakland Raiders @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
Oakland Raiders, Oakland Raiders, Oakland Raiders vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
Philadelphia Eagles, Philadelphia Eagles, Philadelphia Eagles @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
Philadelphia Eagles, Philadelphia Eagles, Philadelphia Eagles vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
Pittsburgh Steelers, Pittsburgh Steelers, Pittsburgh Steelers @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
Pittsburgh Steelers, Pittsburgh Steelers, Pittsburgh Steelers @ Cincinnati Bengals,Away,W,Cincinnati Bengals, Cincinnati Bengals
Pittsburgh Steelers, Pittsburgh Steelers, Pittsburgh Steelers @ Cincinnati Bengals,Away,W,Cincinnati Bengals, Cincinnati Bengals
Pittsburgh Steelers, Pittsburgh Steelers, Pittsburgh Steelers @ Cincinnati Bengals,Away,W,Cincinnati Bengals, Cincinnati Bengals
Pittsburgh Steelers, Pittsburgh Steelers, Pittsburgh Steelers @ Cincinnati Bengals,Away,W,Cincinnati Bengals, Cincinnati Bengals
Pittsburgh Steelers, Pittsburgh Steelers, Pittsburgh Steelers vs. Cincinnati Bengals,Home,L,Cincinnati Bengals, Cincinnati Bengals
Pittsburgh Steelers, Pittsburgh Steelers, Pittsburgh Steelers vs. Cincinnati Bengals,Home,L,Cincinnati Bengals, Cincinnati Bengals
Pittsburgh Steelers, Pittsburgh Steelers, Pittsburgh Steelers vs. Cincinnati Bengals,Home,L,Cincinnati Bengals, Cincinnati Bengals
Pittsburgh Steelers, Pittsburgh Steelers, Pittsburgh Steelers vs. Cincinnati Bengals,Home,L,Cincinnati Bengals, Cincinnati Bengals
Pittsburgh Steelers, Pittsburgh Steelers, Pittsburgh Steelers vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
Seattle Seahawks, Seattle Seahawks, Seattle Seahawks @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
Seattle Seahawks, Seattle Seahawks, Seattle Seahawks vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
Tennessee Titans,Tennessee Titans,Tennessee Titans @ Cincinnati Bengals,Away,L,Cincinnati Bengals, Cincinnati Bengals
Tennessee Titans,Tennessee Titans,Tennessee Titans vs. Cincinnati Bengals,Home,W,Cincinnati Bengals, Cincinnati Bengals
Washington Redskins, Washington Redskins, Washington Redskins @ Cincinnati Bengals,Away,W,Cincinnati Bengals, Cincinnati Bengals
Washington Redskins, Washington Redskins, Washington Redskins vs. Cincinnati Bengals,Home,Tie,Cincinnati Bengals, Cincinnati Bengals
Arizona Cardinals, Arizona Cardinals, Arizona Cardinals @ Cleveland Browns,Away,W,Cleveland Browns, Cleveland Browns
Arizona Cardinals, Arizona Cardinals, Arizona Cardinals vs. Cleveland Browns,Home,L,Cleveland Browns, Cleveland Browns
Baltimore Ravens, Baltimore Ravens, Baltimore Ravens @ Cleveland Browns,Away,L,Cleveland Browns, Cleveland Browns
Baltimore Ravens, Baltimore Ravens, Baltimore Ravens @ Cleveland Browns,Away,W,Cleveland Browns, Cleveland Browns
Baltimore Ravens, Baltimore Ravens, Baltimore Ravens @ Cleveland Browns,Away,W,Cleveland Browns, Cleveland Browns
Baltimore Ravens, Baltimore Ravens, Baltimore Ravens @ Cleveland Browns,Away,W,Cleveland Browns, Cleveland Browns
Baltimore Ravens, Baltimore Ravens, Baltimore Ravens @ Cleveland Browns,Away,W,Cleveland Browns, Cleveland Browns
Baltimore Ravens, Baltimore Ravens, Baltimore Ravens vs. Cleveland Browns,Home,L,Cleveland Browns, Cleveland Browns
Baltimore Ravens, Baltimore Ravens, Baltimore Ravens vs. Cleveland Browns,Home,L,Cleveland Browns, Cleveland Browns
Baltimore Ravens, Baltimore Ravens, Baltimore Ravens vs. Cleveland Browns,Home,L,Cleveland Browns, Cleveland Browns
Baltimore Ravens, Baltimore Ravens, Baltimore Ravens vs. Cleveland Browns,Home,L,Cleveland Browns, Cleveland Browns
Baltimore Ravens, Baltimore Ravens, Baltimore Ravens vs. Cleveland Browns,Home,W,Cleveland Browns, Cleveland Browns
Buffalo Bills, Buffalo Bills, Buffalo Bills @ Cleveland Browns,Away,L,Cleveland Browns, Cleveland Browns
Buffalo Bills, Buffalo Bills, Buffalo Bills @ Cleveland Browns,Away,W,Cleveland Browns, Cleveland Browns
Buffalo Bills, Buffalo Bills, Buffalo Bills vs. Cleveland Browns,Home,L,Cleveland Browns, Cleveland Browns
Buffalo Bills, Buffalo Bills, Buffalo Bills vs. Cleveland Browns,Home,W,Cleveland Browns, Cleveland Browns
Chicago Bears, Chicago Bears, Chicago Bears @ Cleveland Browns,Away,W,Cleveland Browns, Cleveland Browns
Chicago Bears, Chicago Bears, Chicago Bears vs. Cleveland Browns,Home,L,Cleveland Browns, Cleveland Browns
Cincinnati Bengals, Cincinnati Bengals, Cincinnati Bengals @ Cleveland Browns,Away,L,Cleveland Browns, Cleveland Browns
Cincinnati Bengals, Cincinnati Bengals, Cincinnati Bengals @ Cleveland Browns,Away,L,Cleveland Browns, Cleveland Browns
Cincinnati Bengals, Cincinnati Bengals, Cincinnati Bengals @ Cleveland Browns,Away,W,Cleveland Browns, Cleveland Browns
Cincinnati Bengals, Cincinnati Bengals, Cincinnati Bengals @ Cleveland Browns,Away,W,Cleveland Browns, Cleveland Browns
Cincinnati Bengals, Cincinnati Bengals, Cincinnati Bengals @ Cleveland Browns,Away,W,Cleveland Browns, Cleveland Browns
Cincinnati Bengals, Cincinnati Bengals, Cincinnati Bengals vs. Cleveland Browns,Home,L,Cleveland Browns, Cleveland Browns
Cincinnati Bengals, Cincinnati Bengals, Cincinnati Bengals vs. Cleveland Browns,Home,L,Cleveland Browns, Cleveland Browns
Cincinnati Bengals, Cincinnati Bengals, Cincinnati Bengals vs. Cleveland Browns,Home,L,Cleveland Browns, Cleveland Browns
Cincinnati Bengals, Cincinnati Bengals, Cincinnati Bengals vs. Cleveland Browns,Home,W,Cleveland Browns, Cleveland Browns
Cincinnati Bengals, Cincinnati Bengals, Cincinnati Bengals vs. Cleveland Browns,Home,W,Cleveland Browns, Cleveland Browns
Dallas Cowboys, Dallas Cowboys, Dallas Cowboys @ Cleveland Browns,Away,W,Cleveland Browns, Cleveland Browns
Dallas Cowboys, Dallas Cowboys, Dallas Cowboys vs. Cleveland Browns,Home,L,Cleveland Browns, Cleveland Browns
Denver Broncos, Denver Broncos, Denver Broncos @ Cleveland Browns,Away,W,Cleveland Browns, Cleveland Browns
Denver Broncos, Denver Broncos, Denver Broncos vs. Cleveland Browns,Home,L,Cleveland Browns, Cleveland Browns
Detroit Lions, Detroit Lions, Detroit Lions @ Cleveland Browns,Away,W,Cleveland Browns, Cleveland Browns
Detroit Lions, Detroit Lions, Detroit Lions vs. Cleveland Browns,Home,L,Cleveland Browns, Cleveland Browns
Houston Texans, Houston Texans, Houston Texans @ Cleveland Browns,Away,W,Cleveland Browns, Cleveland Browns
Houston Texans, Houston Texans, Houston Texans vs. Cleveland Browns,Home,L,Cleveland Browns, Cleveland Browns
Indianapolis Colts, Indianapolis Colts, Indianapolis Colts @ Cleveland Browns,Away,W,Cleveland Browns, Cleveland Browns
Indianapolis Colts, Indianapolis Colts, Indianapolis Colts vs. Cleveland Browns,Home,L,Cleveland Browns, Cleveland Browns
Jacksonville Jaguars, Jacksonville Jaguars, Jacksonville Jaguars @ Cleveland Browns,Away,W,Cleveland Browns, Cleveland Browns
Jacksonville Jaguars, Jacksonville Jaguars, Jacksonville Jaguars vs. Cleveland Browns,Home,L,Cleveland Browns, Cleveland Browns
Kansas City Chiefs, Kansas City Chiefs, Kansas City Chiefs @ Cleveland Browns,Away,L,Cleveland Browns, Cleveland Browns
Kansas City Chiefs, Kansas City Chiefs, Kansas City Chiefs vs. Cleveland Browns,Home,W,Cleveland Browns, Cleveland Browns
Los Angeles Chargers,Los Angeles Chargers,Los Angeles Chargers @ Cleveland Browns,Away,L,Cleveland Browns, Cleveland Browns
Los Angeles Chargers,Los Angeles Chargers,Los Angeles Chargers @ Cleveland Browns,Away,L,Cleveland Browns, Cleveland Browns
Los Angeles Chargers,Los Angeles Chargers,Los Angeles Chargers vs. Cleveland Browns,Home,W,Cleveland Browns, Cleveland Browns
Los Angeles Chargers,Los Angeles Chargers,Los Angeles Chargers vs. Cleveland Browns,Home,W,Cleveland Browns, Cleveland Browns
Miami Dolphins, Miami Dolphins, Miami Dolphins @ Cleveland Browns,Away,W,Cleveland Browns, Cleveland Browns
Miami Dolphins, Miami Dolphins, Miami Dolphins vs. Cleveland Browns,Home,L,Cleveland Browns, Cleveland Browns
New England Patriots, New England Patriots, New England Patriots @ Cleveland Browns,Away,W,Cleveland Browns, Cleveland Browns
New England Patriots, New England Patriots, New England Patriots vs. Cleveland Browns,Home,L,Cleveland Browns, Cleveland Browns
New Orleans Saints, New Orleans Saints, New Orleans Saints @ Cleveland Browns,Away,L,Cleveland Browns, Cleveland Browns
New Orleans Saints, New Orleans Saints, New Orleans Saints vs. Cleveland Browns,Home,W,Cleveland Browns, Cleveland Browns
New York Giants, New York Giants, New York Giants @ Cleveland Browns,Away,W,Cleveland Browns, Cleveland Browns
New York Giants, New York Giants, New York Giants vs. Cleveland Browns,Home,L,Cleveland Browns, Cleveland Browns
New York Jets, New York Jets, New York Jets @ Cleveland Browns,Away,W,Cleveland Browns, Cleveland Browns
New York Jets, New York Jets, New York Jets vs. Cleveland Browns,Home,L,Cleveland Browns, Cleveland Browns
Oakland Raiders, Oakland Raiders, Oakland Raiders @ Cleveland Browns,Away,L,Cleveland Browns, Cleveland Browns
Oakland Raiders, Oakland Raiders, Oakland Raiders @ Cleveland Browns,Away,W,Cleveland Browns, Cleveland Browns
Oakland Raiders, Oakland Raiders, Oakland Raiders vs. Cleveland Browns,Home,L,Cleveland Browns, Cleveland Browns
Oakland Raiders, Oakland Raiders, Oakland Raiders vs. Cleveland Browns,Home,W,Cleveland Browns, Cleveland Browns
Philadelphia Eagles, Philadelphia Eagles, Philadelphia Eagles @ Cleveland Browns,Away,W,Cleveland Browns, Cleveland Browns
Philadelphia Eagles, Philadelphia Eagles, Philadelphia Eagles vs. Cleveland Browns,Home,L,Cleveland Browns, Cleveland Browns
Pittsburgh Steelers, Pittsburgh Steelers, Pittsburgh Steelers @ Cleveland Browns,Away,L,Cleveland Browns, Cleveland Browns
Pittsburgh Steelers, Pittsburgh Steelers, Pittsburgh Steelers @ Cleveland Browns,Away,L,Cleveland Browns, Cleveland Browns
Pittsburgh Steelers, Pittsburgh Steelers, Pittsburgh Steelers @ Cleveland Browns,Away,W,Cleveland Browns, Cleveland Browns
Pittsburgh Steelers, Pittsburgh Steelers, Pittsburgh Steelers @ Cleveland Browns,Away,W,Cleveland Browns, Cleveland Browns
Pittsburgh Steelers, Pittsburgh Steelers, Pittsburgh Steelers vs. Cleveland Browns,Home,L,Cleveland Browns, Cleveland Browns
Pittsburgh Steelers, Pittsburgh Steelers, Pittsburgh Steelers vs. Cleveland Browns,Home,L,Cleveland Browns, Cleveland Browns
Pittsburgh Steelers, Pittsburgh Steelers, Pittsburgh Steelers vs. Cleveland Browns,Home,W,Cleveland Browns, Cleveland Browns
Pittsburgh Steelers, Pittsburgh Steelers, Pittsburgh Steelers vs. Cleveland Browns,Home,W,Cleveland Browns, Cleveland Browns
San Francisco 49ers, San Francisco 49ers, San Francisco 49ers @ Cleveland Browns,Away,L,Cleveland Browns, Cleveland Browns
San Francisco 49ers, San Francisco 49ers, San Francisco 49ers vs. Cleveland Browns,Home,W,Cleveland Browns, Cleveland Browns
Tampa Bay Buccaneers, Tampa Bay Buccaneers, Tampa Bay Buccaneers @ Cleveland Browns,Away,L,Cleveland Browns, Cleveland Browns
Tampa Bay Buccaneers, Tampa Bay Buccaneers, Tampa Bay Buccaneers vs. Cleveland Browns,Home,W,Cleveland Browns, Cleveland Browns
Tennessee Titans,Tennessee Titans,Tennessee Titans @ Cleveland Browns,Away,L,Cleveland Browns, Cleveland Browns
Tennessee Titans,Tennessee Titans,Tennessee Titans vs. Cleveland Browns,Home,W,Cleveland Browns, Cleveland Browns
Washington Redskins, Washington Redskins, Washington Redskins @ Cleveland Browns,Away,W,Cleveland Browns, Cleveland Browns
Washington Redskins, Washington Redskins, Washington Redskins vs. Cleveland Browns,Home,L,Cleveland Browns, Cleveland Browns
Arizona Cardinals, Arizona Cardinals, Arizona Cardinals @ Dallas Cowboys,Away,W,Dallas Cowboys, Dallas Cowboys
Arizona Cardinals, Arizona Cardinals, Arizona Cardinals vs. Dallas Cowboys,Home,L,Dallas Cowboys, Dallas Cowboys
Atlanta Falcons, Atlanta Falcons, Atlanta Falcons @ Dallas Cowboys,Away,W,Dallas Cowboys, Dallas Cowboys
Atlanta Falcons, Atlanta Falcons, Atlanta Falcons vs. Dallas Cowboys,Home,L,Dallas Cowboys, Dallas Cowboys
Baltimore Ravens, Baltimore Ravens, Baltimore Ravens @ Dallas Cowboys,Away,L,Dallas Cowboys, Dallas Cowboys
Baltimore Ravens, Baltimore Ravens, Baltimore Ravens vs. Dallas Cowboys,Home,W,Dallas Cowboys, Dallas Cowboys
Carolina Panthers, Carolina Panthers, Carolina Panthers @ Dallas Cowboys,Away,W,Dallas Cowboys, Dallas Cowboys
Carolina Panthers, Carolina Panthers, Carolina Panthers vs. Dallas Cowboys,Home,L,Dallas Cowboys, Dallas Cowboys
Chicago Bears, Chicago Bears, Chicago Bears @ Dallas Cowboys,Away,L,Dallas Cowboys, Dallas Cowboys
Chicago Bears, Chicago Bears, Chicago Bears @ Dallas Cowboys,Away,W,Dallas Cowboys, Dallas Cowboys
Chicago Bears, Chicago Bears, Chicago Bears vs. Dallas Cowboys,Home,L,Dallas Cowboys, Dallas Cowboys
Chicago Bears, Chicago Bears, Chicago Bears vs. Dallas Cowboys,Home,W,Dallas Cowboys, Dallas Cowboys
Cincinnati Bengals, Cincinnati Bengals, Cincinnati Bengals @ Dallas Cowboys,Away,L,Dallas Cowboys, Dallas Cowboys
Cincinnati Bengals, Cincinnati Bengals, Cincinnati Bengals vs. Dallas Cowboys,Home,W,Dallas Cowboys, Dallas Cowboys
Cleveland Browns, Cleveland Browns, Cleveland Browns @ Dallas Cowboys,Away,L,Dallas Cowboys, Dallas Cowboys
