date,Team Name,MATCHUP,Location,WL,OPPONENT
20120409,ANA,ANA @ MIN,AWAY,W, MIN
20120411,ANA,ANA @ MIN,AWAY,L, MIN
20120412,ANA,ANA @ MIN,AWAY,L, MIN
20120413,ANA,ANA @ NYA,AWAY,L, NYA
20120414,ANA,ANA @ NYA,AWAY,W, NYA
20120415,ANA,ANA @ NYA,AWAY,L, NYA
20120424,ANA,ANA @ TBA,AWAY,L, TBA
20120425,ANA,ANA @ TBA,AWAY,L, TBA
20120426,ANA,ANA @ TBA,AWAY,L, TBA
20120427,ANA,ANA @ CLE,AWAY,L, CLE
20120428,ANA,ANA @ CLE,AWAY,W, CLE
20120429,ANA,ANA @ CLE,AWAY,L, CLE
20120507,ANA,ANA @ MIN,AWAY,W, MIN
20120508,ANA,ANA @ MIN,AWAY,L, MIN
20120509,ANA,ANA @ MIN,AWAY,W, MIN
20120511,ANA,ANA @ TEX,AWAY,L, TEX
20120512,ANA,ANA @ TEX,AWAY,W, TEX
20120513,ANA,ANA @ TEX,AWAY,L, TEX
20120518,ANA,ANA @ SDN,AWAY,W, SDN
20120519,ANA,ANA @ SDN,AWAY,L, SDN
20120520,ANA,ANA @ SDN,AWAY,L, SDN
20120521,ANA,ANA @ OAK,AWAY,L, OAK
20120522,ANA,ANA @ OAK,AWAY,W, OAK
20120523,ANA,ANA @ OAK,AWAY,W, OAK
20120524,ANA,ANA @ SEA,AWAY,W, SEA
20120525,ANA,ANA @ SEA,AWAY,W, SEA
20120526,ANA,ANA @ SEA,AWAY,W, SEA
20120527,ANA,ANA @ SEA,AWAY,W, SEA
20120608,ANA,ANA @ COL,AWAY,W, COL
20120609,ANA,ANA @ COL,AWAY,W, COL
20120610,ANA,ANA @ COL,AWAY,W, COL
20120611,ANA,ANA @ LAN,AWAY,W, LAN
20120612,ANA,ANA @ LAN,AWAY,L, LAN
20120613,ANA,ANA @ LAN,AWAY,W, LAN
20120626,ANA,ANA @ BAL,AWAY,W, BAL
20120627,ANA,ANA @ BAL,AWAY,W, BAL
20120628,ANA,ANA @ TOR,AWAY,W, TOR
20120629,ANA,ANA @ TOR,AWAY,L, TOR
20120630,ANA,ANA @ TOR,AWAY,L, TOR
20120701,ANA,ANA @ TOR,AWAY,W, TOR
20120702,ANA,ANA @ CLE,AWAY,W, CLE
20120703,ANA,ANA @ CLE,AWAY,L, CLE
20120704,ANA,ANA @ CLE,AWAY,L, CLE
20120713,ANA,ANA @ NYA,AWAY,L, NYA
20120714,ANA,ANA @ NYA,AWAY,L, NYA
20120715,ANA,ANA @ NYA,AWAY,W, NYA
20120716,ANA,ANA @ DET,AWAY,L, DET
20120717,ANA,ANA @ DET,AWAY,W, DET
20120718,ANA,ANA @ DET,AWAY,L, DET
20120719,ANA,ANA @ DET,AWAY,L, DET
20120730,ANA,ANA @ TEX,AWAY,W, TEX
20120731,ANA,ANA @ TEX,AWAY,W, TEX
20120801,ANA,ANA @ TEX,AWAY,L, TEX
20120802,ANA,ANA @ TEX,AWAY,L, TEX
20120803,ANA,ANA @ CHA,AWAY,L, CHA
20120804,ANA,ANA @ CHA,AWAY,W, CHA
20120805,ANA,ANA @ CHA,AWAY,L, CHA
20120806,ANA,ANA @ OAK,AWAY,W, OAK
20120807,ANA,ANA @ OAK,AWAY,L, OAK
20120808,ANA,ANA @ OAK,AWAY,L, OAK
20120821,ANA,ANA @ BOS,AWAY,W, BOS
20120822,ANA,ANA @ BOS,AWAY,W, BOS
20120823,ANA,ANA @ BOS,AWAY,W, BOS
20120824,ANA,ANA @ DET,AWAY,W, DET
20120825,ANA,ANA @ DET,AWAY,L, DET
20120826,ANA,ANA @ DET,AWAY,L, DET
20120831,ANA,ANA @ SEA,AWAY,W, SEA
20120901,ANA,ANA @ SEA,AWAY,W, SEA
20120902,ANA,ANA @ SEA,AWAY,L, SEA
20120903,ANA,ANA @ OAK,AWAY,W, OAK
20120904,ANA,ANA @ OAK,AWAY,W, OAK
20120905,ANA,ANA @ OAK,AWAY,W, OAK
20120914,ANA,ANA @ KCA,AWAY,W, KCA
20120915,ANA,ANA @ KCA,AWAY,L, KCA
20120916,ANA,ANA @ KCA,AWAY,W, KCA
20120928,ANA,ANA @ TEX,AWAY,W, TEX
20120930,ANA,ANA @ TEX,AWAY,W, TEX
20120930,ANA,ANA @ TEX,AWAY,L, TEX
20121001,ANA,ANA @ SEA,AWAY,W, SEA
20121002,ANA,ANA @ SEA,AWAY,L, SEA
20121003,ANA,ANA @ SEA,AWAY,L, SEA
20130401,ANA,ANA @ CIN,AWAY,W, CIN
20130403,ANA,ANA @ CIN,AWAY,L, CIN
20130404,ANA,ANA @ CIN,AWAY,L, CIN
20130405,ANA,ANA @ TEX,AWAY,L, TEX
20130406,ANA,ANA @ TEX,AWAY,W, TEX
20130407,ANA,ANA @ TEX,AWAY,L, TEX
20130415,ANA,ANA @ MIN,AWAY,L, MIN
20130416,ANA,ANA @ MIN,AWAY,L, MIN
20130425,ANA,ANA @ SEA,AWAY,L, SEA
20130426,ANA,ANA @ SEA,AWAY,W, SEA
20130427,ANA,ANA @ SEA,AWAY,L, SEA
20130428,ANA,ANA @ SEA,AWAY,L, SEA
20130429,ANA,ANA @ OAK,AWAY,L, OAK
20130430,ANA,ANA @ OAK,AWAY,L, OAK
20130501,ANA,ANA @ OAK,AWAY,W, OAK
20130507,ANA,ANA @ HOU,AWAY,L, HOU
20130508,ANA,ANA @ HOU,AWAY,L, HOU
20130509,ANA,ANA @ HOU,AWAY,W, HOU
20130510,ANA,ANA @ CHA,AWAY,W, CHA
20130511,ANA,ANA @ CHA,AWAY,W, CHA
20130512,ANA,ANA @ CHA,AWAY,L, CHA
20130523,ANA,ANA @ KCA,AWAY,W, KCA
20130524,ANA,ANA @ KCA,AWAY,W, KCA
20130525,ANA,ANA @ KCA,AWAY,W, KCA
20130526,ANA,ANA @ KCA,AWAY,W, KCA
20130527,ANA,ANA @ LAN,AWAY,L, LAN
20130528,ANA,ANA @ LAN,AWAY,L, LAN
20130608,ANA,ANA @ BOS,AWAY,W, BOS
20130608,ANA,ANA @ BOS,AWAY,L, BOS
20130609,ANA,ANA @ BOS,AWAY,L, BOS
20130610,ANA,ANA @ BAL,AWAY,L, BAL
20130611,ANA,ANA @ BAL,AWAY,L, BAL
20130612,ANA,ANA @ BAL,AWAY,W, BAL
20130625,ANA,ANA @ DET,AWAY,W, DET
20130626,ANA,ANA @ DET,AWAY,W, DET
20130627,ANA,ANA @ DET,AWAY,W, DET
20130628,ANA,ANA @ HOU,AWAY,W, HOU
20130629,ANA,ANA @ HOU,AWAY,W, HOU
20130630,ANA,ANA @ HOU,AWAY,W, HOU
20130709,ANA,ANA @ CHN,AWAY,L, CHN
20130710,ANA,ANA @ CHN,AWAY,W, CHN
20130712,ANA,ANA @ SEA,AWAY,L, SEA
20130713,ANA,ANA @ SEA,AWAY,L, SEA
20130714,ANA,ANA @ SEA,AWAY,L, SEA
20130725,ANA,ANA @ OAK,AWAY,W, OAK
20130726,ANA,ANA @ OAK,AWAY,L, OAK
20130727,ANA,ANA @ OAK,AWAY,L, OAK
20130728,ANA,ANA @ OAK,AWAY,L, OAK
20130729,ANA,ANA @ TEX,AWAY,L, TEX
20130730,ANA,ANA @ TEX,AWAY,L, TEX
20130731,ANA,ANA @ TEX,AWAY,L, TEX
20130809,ANA,ANA @ CLE,AWAY,W, CLE
20130810,ANA,ANA @ CLE,AWAY,W, CLE
20130811,ANA,ANA @ CLE,AWAY,L, CLE
20130812,ANA,ANA @ NYA,AWAY,L, NYA
20130813,ANA,ANA @ NYA,AWAY,L, NYA
20130814,ANA,ANA @ NYA,AWAY,L, NYA
20130815,ANA,ANA @ NYA,AWAY,W, NYA
20130823,ANA,ANA @ SEA,AWAY,W, SEA
20130824,ANA,ANA @ SEA,AWAY,W, SEA
20130825,ANA,ANA @ SEA,AWAY,W, SEA
20130827,ANA,ANA @ TBA,AWAY,W, TBA
20130828,ANA,ANA @ TBA,AWAY,L, TBA
20130829,ANA,ANA @ TBA,AWAY,W, TBA
20130830,ANA,ANA @ MIL,AWAY,W, MIL
20130831,ANA,ANA @ MIL,AWAY,W, MIL
20130901,ANA,ANA @ MIL,AWAY,W, MIL
20130909,ANA,ANA @ MIN,AWAY,L, MIN
20130910,ANA,ANA @ TOR,AWAY,W, TOR
20130911,ANA,ANA @ TOR,AWAY,W, TOR
20130912,ANA,ANA @ TOR,AWAY,W, TOR
20130913,ANA,ANA @ HOU,AWAY,L, HOU
20130914,ANA,ANA @ HOU,AWAY,W, HOU
20130915,ANA,ANA @ HOU,AWAY,W, HOU
20130916,ANA,ANA @ OAK,AWAY,W, OAK
20130917,ANA,ANA @ OAK,AWAY,L, OAK
20130918,ANA,ANA @ OAK,AWAY,W, OAK
20130926,ANA,ANA @ TEX,AWAY,L, TEX
20130927,ANA,ANA @ TEX,AWAY,L, TEX
20130928,ANA,ANA @ TEX,AWAY,L, TEX
20130929,ANA,ANA @ TEX,AWAY,L, TEX
20140404,ANA,ANA @ HOU,AWAY,W, HOU
20140405,ANA,ANA @ HOU,AWAY,W, HOU
20140406,ANA,ANA @ HOU,AWAY,L, HOU
20140407,ANA,ANA @ HOU,AWAY,W, HOU
20140408,ANA,ANA @ SEA,AWAY,L, SEA
20140409,ANA,ANA @ SEA,AWAY,W, SEA
20140418,ANA,ANA @ DET,AWAY,W, DET
20140419,ANA,ANA @ DET,AWAY,L, DET
20140420,ANA,ANA @ DET,AWAY,L, DET
20140421,ANA,ANA @ WAS,AWAY,W, WAS
20140422,ANA,ANA @ WAS,AWAY,W, WAS
20140423,ANA,ANA @ WAS,AWAY,L, WAS
20140425,ANA,ANA @ NYA,AWAY,W, NYA
20140426,ANA,ANA @ NYA,AWAY,L, NYA
20140427,ANA,ANA @ NYA,AWAY,L, NYA
20140509,ANA,ANA @ TOR,AWAY,W, TOR
20140510,ANA,ANA @ TOR,AWAY,W, TOR
20140511,ANA,ANA @ TOR,AWAY,W, TOR
20140512,ANA,ANA @ TOR,AWAY,L, TOR
20140513,ANA,ANA @ PHI,AWAY,W, PHI
20140514,ANA,ANA @ PHI,AWAY,W, PHI
20140526,ANA,ANA @ SEA,AWAY,L, SEA
20140527,ANA,ANA @ SEA,AWAY,W, SEA
20140528,ANA,ANA @ SEA,AWAY,L, SEA
20140529,ANA,ANA @ SEA,AWAY,W, SEA
20140530,ANA,ANA @ OAK,AWAY,L, OAK
20140531,ANA,ANA @ OAK,AWAY,L, OAK
20140601,ANA,ANA @ OAK,AWAY,L, OAK
20140603,ANA,ANA @ HOU,AWAY,L, HOU
20140604,ANA,ANA @ HOU,AWAY,W, HOU
20140605,ANA,ANA @ HOU,AWAY,L, HOU
20140613,ANA,ANA @ ATL,AWAY,L, ATL
20140614,ANA,ANA @ ATL,AWAY,W, ATL
20140615,ANA,ANA @ ATL,AWAY,L, ATL
20140616,ANA,ANA @ CLE,AWAY,L, CLE
20140617,ANA,ANA @ CLE,AWAY,W, CLE
20140619,ANA,ANA @ CLE,AWAY,L, CLE
20140627,ANA,ANA @ KCA,AWAY,L, KCA
20140628,ANA,ANA @ KCA,AWAY,W, KCA
20140629,ANA,ANA @ KCA,AWAY,L, KCA
20140701,ANA,ANA @ CHA,AWAY,W, CHA
20140701,ANA,ANA @ CHA,AWAY,W, CHA
20140702,ANA,ANA @ CHA,AWAY,L, CHA
20140710,ANA,ANA @ TEX,AWAY,W, TEX
20140711,ANA,ANA @ TEX,AWAY,W, TEX
20140712,ANA,ANA @ TEX,AWAY,W, TEX
20140713,ANA,ANA @ TEX,AWAY,W, TEX
20140729,ANA,ANA @ BAL,AWAY,L, BAL
20140730,ANA,ANA @ BAL,AWAY,L, BAL
20140731,ANA,ANA @ BAL,AWAY,W, BAL
20140801,ANA,ANA @ TBA,AWAY,W, TBA
20140802,ANA,ANA @ TBA,AWAY,L, TBA
20140803,ANA,ANA @ TBA,AWAY,W, TBA
20140804,ANA,ANA @ LAN,AWAY,W, LAN
20140805,ANA,ANA @ LAN,AWAY,L, LAN
20140815,ANA,ANA @ TEX,AWAY,W, TEX
20140816,ANA,ANA @ TEX,AWAY,W, TEX
20140817,ANA,ANA @ TEX,AWAY,L, TEX
20140818,ANA,ANA @ BOS,AWAY,W, BOS
20140819,ANA,ANA @ BOS,AWAY,W, BOS
20140820,ANA,ANA @ BOS,AWAY,W, BOS
20140821,ANA,ANA @ BOS,AWAY,W, BOS
20140822,ANA,ANA @ OAK,AWAY,L, OAK
20140823,ANA,ANA @ OAK,AWAY,L, OAK
20140824,ANA,ANA @ OAK,AWAY,W, OAK
20140902,ANA,ANA @ HOU,AWAY,L, HOU
20140903,ANA,ANA @ HOU,AWAY,L, HOU
20140904,ANA,ANA @ MIN,AWAY,W, MIN
20140905,ANA,ANA @ MIN,AWAY,W, MIN
20140906,ANA,ANA @ MIN,AWAY,W, MIN
20140907,ANA,ANA @ MIN,AWAY,W, MIN
20140908,ANA,ANA @ CLE,AWAY,W, CLE
20140909,ANA,ANA @ TEX,AWAY,W, TEX
20140910,ANA,ANA @ TEX,AWAY,W, TEX
20140911,ANA,ANA @ TEX,AWAY,W, TEX
20140922,ANA,ANA @ OAK,AWAY,L, OAK
20140923,ANA,ANA @ OAK,AWAY,W, OAK
20140924,ANA,ANA @ OAK,AWAY,W, OAK
20140926,ANA,ANA @ SEA,AWAY,L, SEA
20140927,ANA,ANA @ SEA,AWAY,L, SEA
20140928,ANA,ANA @ SEA,AWAY,L, SEA
20150406,ANA,ANA @ SEA,AWAY,L, SEA
20150407,ANA,ANA @ SEA,AWAY,W, SEA
20150408,ANA,ANA @ SEA,AWAY,W, SEA
20150413,ANA,ANA @ TEX,AWAY,W, TEX
20150414,ANA,ANA @ TEX,AWAY,L, TEX
20150415,ANA,ANA @ TEX,AWAY,W, TEX
20150417,ANA,ANA @ HOU,AWAY,W, HOU
20150418,ANA,ANA @ HOU,AWAY,L, HOU
20150419,ANA,ANA @ HOU,AWAY,L, HOU
20150428,ANA,ANA @ OAK,AWAY,L, OAK
20150429,ANA,ANA @ OAK,AWAY,W, OAK
20150430,ANA,ANA @ OAK,AWAY,W, OAK
20150501,ANA,ANA @ SFN,AWAY,L, SFN
20150502,ANA,ANA @ SFN,AWAY,L, SFN
20150503,ANA,ANA @ SFN,AWAY,L, SFN
20150515,ANA,ANA @ BAL,AWAY,W, BAL
20150516,ANA,ANA @ BAL,AWAY,W, BAL
20150517,ANA,ANA @ BAL,AWAY,L, BAL
20150518,ANA,ANA @ TOR,AWAY,L, TOR
20150519,ANA,ANA @ TOR,AWAY,W, TOR
20150520,ANA,ANA @ TOR,AWAY,W, TOR
20150521,ANA,ANA @ TOR,AWAY,L, TOR
20150522,ANA,ANA @ BOS,AWAY,W, BOS
20150523,ANA,ANA @ BOS,AWAY,L, BOS
20150524,ANA,ANA @ BOS,AWAY,L, BOS
20150605,ANA,ANA @ NYA,AWAY,L, NYA
20150606,ANA,ANA @ NYA,AWAY,L, NYA
20150607,ANA,ANA @ NYA,AWAY,L, NYA
20150609,ANA,ANA @ TBA,AWAY,W, TBA
20150610,ANA,ANA @ TBA,AWAY,L, TBA
20150611,ANA,ANA @ TBA,AWAY,W, TBA
20150617,ANA,ANA @ ARI,AWAY,L, ARI
20150618,ANA,ANA @ ARI,AWAY,W, ARI
20150619,ANA,ANA @ OAK,AWAY,W, OAK
20150620,ANA,ANA @ OAK,AWAY,L, OAK
20150621,ANA,ANA @ OAK,AWAY,L, OAK
20150703,ANA,ANA @ TEX,AWAY,W, TEX
20150704,ANA,ANA @ TEX,AWAY,W, TEX
20150705,ANA,ANA @ TEX,AWAY,W, TEX
20150707,ANA,ANA @ COL,AWAY,W, COL
20150708,ANA,ANA @ COL,AWAY,W, COL
20150709,ANA,ANA @ SEA,AWAY,L, SEA
20150710,ANA,ANA @ SEA,AWAY,W, SEA
20150711,ANA,ANA @ SEA,AWAY,L, SEA
20150712,ANA,ANA @ SEA,AWAY,W, SEA
20150728,ANA,ANA @ HOU,AWAY,L, HOU
20150729,ANA,ANA @ HOU,AWAY,L, HOU
20150730,ANA,ANA @ HOU,AWAY,L, HOU
20150731,ANA,ANA @ LAN,AWAY,L, LAN
20150801,ANA,ANA @ LAN,AWAY,L, LAN
20150802,ANA,ANA @ LAN,AWAY,L, LAN
20150810,ANA,ANA @ CHA,AWAY,L, CHA
20150811,ANA,ANA @ CHA,AWAY,L, CHA
20150812,ANA,ANA @ CHA,AWAY,L, CHA
20150813,ANA,ANA @ KCA,AWAY,W, KCA
20150814,ANA,ANA @ KCA,AWAY,L, KCA
20150815,ANA,ANA @ KCA,AWAY,L, KCA
20150816,ANA,ANA @ KCA,AWAY,L, KCA
20150825,ANA,ANA @ DET,AWAY,W, DET
20150826,ANA,ANA @ DET,AWAY,L, DET
20150827,ANA,ANA @ DET,AWAY,W, DET
20150828,ANA,ANA @ CLE,AWAY,L, CLE
20150829,ANA,ANA @ CLE,AWAY,L, CLE
20150830,ANA,ANA @ CLE,AWAY,L, CLE
20150831,ANA,ANA @ OAK,AWAY,L, OAK
20150901,ANA,ANA @ OAK,AWAY,W, OAK
20150902,ANA,ANA @ OAK,AWAY,W, OAK
20150914,ANA,ANA @ SEA,AWAY,L, SEA
20150915,ANA,ANA @ SEA,AWAY,W, SEA
20150916,ANA,ANA @ SEA,AWAY,L, SEA
20150917,ANA,ANA @ MIN,AWAY,W, MIN
20150919,ANA,ANA @ MIN,AWAY,W, MIN
20150919,ANA,ANA @ MIN,AWAY,W, MIN
20150920,ANA,ANA @ MIN,AWAY,L, MIN
20150921,ANA,ANA @ HOU,AWAY,L, HOU
20150922,ANA,ANA @ HOU,AWAY,W, HOU
20150923,ANA,ANA @ HOU,AWAY,W, HOU
20151001,ANA,ANA @ TEX,AWAY,L, TEX
20151002,ANA,ANA @ TEX,AWAY,W, TEX
20151003,ANA,ANA @ TEX,AWAY,W, TEX
20151004,ANA,ANA @ TEX,AWAY,L, TEX
20160411,ANA,ANA @ OAK,AWAY,W, OAK
20160412,ANA,ANA @ OAK,AWAY,W, OAK
20160413,ANA,ANA @ OAK,AWAY,W, OAK
20160415,ANA,ANA @ MIN,AWAY,L, MIN
20160416,ANA,ANA @ MIN,AWAY,L, MIN
20160417,ANA,ANA @ MIN,AWAY,L, MIN
20160418,ANA,ANA @ CHA,AWAY,W, CHA
20160419,ANA,ANA @ CHA,AWAY,L, CHA
20160420,ANA,ANA @ CHA,AWAY,L, CHA
20160421,ANA,ANA @ CHA,AWAY,W, CHA
20160429,ANA,ANA @ TEX,AWAY,L, TEX
20160430,ANA,ANA @ TEX,AWAY,L, TEX
20160501,ANA,ANA @ TEX,AWAY,W, TEX
20160502,ANA,ANA @ MIL,AWAY,L, MIL
20160503,ANA,ANA @ MIL,AWAY,L, MIL
20160504,ANA,ANA @ MIL,AWAY,W, MIL
20160513,ANA,ANA @ SEA,AWAY,W, SEA
20160514,ANA,ANA @ SEA,AWAY,W, SEA
20160515,ANA,ANA @ SEA,AWAY,W, SEA
20160516,ANA,ANA @ LAN,AWAY,W, LAN
20160517,ANA,ANA @ LAN,AWAY,L, LAN
20160523,ANA,ANA @ TEX,AWAY,W, TEX
20160524,ANA,ANA @ TEX,AWAY,L, TEX
20160525,ANA,ANA @ TEX,AWAY,L, TEX
20160603,ANA,ANA @ PIT,AWAY,W, PIT
20160604,ANA,ANA @ PIT,AWAY,L, PIT
20160605,ANA,ANA @ PIT,AWAY,W, PIT
20160606,ANA,ANA @ NYA,AWAY,L, NYA
20160607,ANA,ANA @ NYA,AWAY,L, NYA
20160608,ANA,ANA @ NYA,AWAY,L, NYA
20160609,ANA,ANA @ NYA,AWAY,L, NYA
20160617,ANA,ANA @ OAK,AWAY,L, OAK
20160618,ANA,ANA @ OAK,AWAY,W, OAK
20160619,ANA,ANA @ OAK,AWAY,W, OAK
20160620,ANA,ANA @ HOU,AWAY,L, HOU
20160621,ANA,ANA @ HOU,AWAY,L, HOU
20160622,ANA,ANA @ HOU,AWAY,L, HOU
20160701,ANA,ANA @ BOS,AWAY,L, BOS
20160702,ANA,ANA @ BOS,AWAY,W, BOS
20160703,ANA,ANA @ BOS,AWAY,L, BOS
20160704,ANA,ANA @ TBA,AWAY,L, TBA
20160705,ANA,ANA @ TBA,AWAY,W, TBA
20160706,ANA,ANA @ TBA,AWAY,W, TBA
20160707,ANA,ANA @ TBA,AWAY,W, TBA
20160708,ANA,ANA @ BAL,AWAY,W, BAL
20160709,ANA,ANA @ BAL,AWAY,L, BAL
20160710,ANA,ANA @ BAL,AWAY,L, BAL
20160722,ANA,ANA @ HOU,AWAY,L, HOU
20160723,ANA,ANA @ HOU,AWAY,L, HOU
20160724,ANA,ANA @ HOU,AWAY,L, HOU
20160725,ANA,ANA @ KCA,AWAY,W, KCA
20160726,ANA,ANA @ KCA,AWAY,W, KCA
20160727,ANA,ANA @ KCA,AWAY,L, KCA
20160805,ANA,ANA @ SEA,AWAY,L, SEA
20160806,ANA,ANA @ SEA,AWAY,L, SEA
20160807,ANA,ANA @ SEA,AWAY,L, SEA
20160809,ANA,ANA @ CHN,AWAY,L, CHN
20160810,ANA,ANA @ CHN,AWAY,L, CHN
20160811,ANA,ANA @ CLE,AWAY,L, CLE
20160812,ANA,ANA @ CLE,AWAY,L, CLE
20160813,ANA,ANA @ CLE,AWAY,L, CLE
20160814,ANA,ANA @ CLE,AWAY,L, CLE
20160823,ANA,ANA @ TOR,AWAY,L, TOR
20160824,ANA,ANA @ TOR,AWAY,W, TOR
20160825,ANA,ANA @ TOR,AWAY,W, TOR
20160826,ANA,ANA @ DET,AWAY,L, DET
20160827,ANA,ANA @ DET,AWAY,W, DET
20160828,ANA,ANA @ DET,AWAY,W, DET
20160902,ANA,ANA @ SEA,AWAY,L, SEA
20160903,ANA,ANA @ SEA,AWAY,W, SEA
20160904,ANA,ANA @ SEA,AWAY,W, SEA
20160905,ANA,ANA @ OAK,AWAY,W, OAK
20160906,ANA,ANA @ OAK,AWAY,L, OAK
20160907,ANA,ANA @ OAK,AWAY,L, OAK
20160919,ANA,ANA @ TEX,AWAY,L, TEX
20160920,ANA,ANA @ TEX,AWAY,L, TEX
20160921,ANA,ANA @ TEX,AWAY,W, TEX
20160922,ANA,ANA @ HOU,AWAY,W, HOU
20160923,ANA,ANA @ HOU,AWAY,W, HOU
20160924,ANA,ANA @ HOU,AWAY,W, HOU
20160925,ANA,ANA @ HOU,AWAY,L, HOU
20170403,ANA,ANA @ OAK,AWAY,L, OAK
20170404,ANA,ANA @ OAK,AWAY,W, OAK
20170405,ANA,ANA @ OAK,AWAY,W, OAK
20170406,ANA,ANA @ OAK,AWAY,L, OAK
20170414,ANA,ANA @ KCA,AWAY,L, KCA
20170415,ANA,ANA @ KCA,AWAY,L, KCA
20170416,ANA,ANA @ KCA,AWAY,L, KCA
20170417,ANA,ANA @ HOU,AWAY,L, HOU
20170418,ANA,ANA @ HOU,AWAY,W, HOU
20170419,ANA,ANA @ HOU,AWAY,L, HOU
20170420,ANA,ANA @ HOU,AWAY,L, HOU
20170428,ANA,ANA @ TEX,AWAY,W, TEX
20170429,ANA,ANA @ TEX,AWAY,L, TEX
20170430,ANA,ANA @ TEX,AWAY,W, TEX
20170502,ANA,ANA @ SEA,AWAY,W, SEA
20170503,ANA,ANA @ SEA,AWAY,L, SEA
20170504,ANA,ANA @ SEA,AWAY,L, SEA
20170508,ANA,ANA @ OAK,AWAY,L, OAK
20170509,ANA,ANA @ OAK,AWAY,W, OAK
20170510,ANA,ANA @ OAK,AWAY,L, OAK
20170519,ANA,ANA @ NYN,AWAY,L, NYN
20170520,ANA,ANA @ NYN,AWAY,L, NYN
20170521,ANA,ANA @ NYN,AWAY,W, NYN
20170522,ANA,ANA @ TBA,AWAY,W, TBA
20170523,ANA,ANA @ TBA,AWAY,W, TBA
20170524,ANA,ANA @ TBA,AWAY,L, TBA
20170525,ANA,ANA @ TBA,AWAY,L, TBA
20170526,ANA,ANA @ MIA,AWAY,L, MIA
20170527,ANA,ANA @ MIA,AWAY,W, MIA
20170528,ANA,ANA @ MIA,AWAY,L, MIA
20170606,ANA,ANA @ DET,AWAY,W, DET
20170607,ANA,ANA @ DET,AWAY,L, DET
20170608,ANA,ANA @ DET,AWAY,W, DET
20170609,ANA,ANA @ HOU,AWAY,W, HOU
20170610,ANA,ANA @ HOU,AWAY,L, HOU
20170611,ANA,ANA @ HOU,AWAY,W, HOU
20170620,ANA,ANA @ NYA,AWAY,W, NYA
20170621,ANA,ANA @ NYA,AWAY,L, NYA
20170622,ANA,ANA @ NYA,AWAY,W, NYA
20170623,ANA,ANA @ BOS,AWAY,L, BOS
20170624,ANA,ANA @ BOS,AWAY,W, BOS
20170625,ANA,ANA @ BOS,AWAY,W, BOS
20170626,ANA,ANA @ LAN,AWAY,W, LAN
20170627,ANA,ANA @ LAN,AWAY,L, LAN
20170703,ANA,ANA @ MIN,AWAY,L, MIN
20170704,ANA,ANA @ MIN,AWAY,L, MIN
20170705,ANA,ANA @ MIN,AWAY,W, MIN
20170707,ANA,ANA @ TEX,AWAY,L, TEX
20170708,ANA,ANA @ TEX,AWAY,L, TEX
20170709,ANA,ANA @ TEX,AWAY,W, TEX
20170725,ANA,ANA @ CLE,AWAY,L, CLE
20170726,ANA,ANA @ CLE,AWAY,L, CLE
20170727,ANA,ANA @ CLE,AWAY,L, CLE
20170728,ANA,ANA @ TOR,AWAY,W, TOR
20170729,ANA,ANA @ TOR,AWAY,W, TOR
20170730,ANA,ANA @ TOR,AWAY,L, TOR
20170810,ANA,ANA @ SEA,AWAY,W, SEA
20170811,ANA,ANA @ SEA,AWAY,W, SEA
20170812,ANA,ANA @ SEA,AWAY,W, SEA
20170813,ANA,ANA @ SEA,AWAY,W, SEA
20170815,ANA,ANA @ WAS,AWAY,L, WAS
20170816,ANA,ANA @ WAS,AWAY,W, WAS
20170818,ANA,ANA @ BAL,AWAY,L, BAL
20170819,ANA,ANA @ BAL,AWAY,W, BAL
20170820,ANA,ANA @ BAL,AWAY,W, BAL
20170901,ANA,ANA @ TEX,AWAY,L, TEX
20170902,ANA,ANA @ TEX,AWAY,W, TEX
20170903,ANA,ANA @ TEX,AWAY,L, TEX
20170904,ANA,ANA @ OAK,AWAY,W, OAK
20170905,ANA,ANA @ OAK,AWAY,W, OAK
20170906,ANA,ANA @ OAK,AWAY,L, OAK
20170908,ANA,ANA @ SEA,AWAY,L, SEA
20170909,ANA,ANA @ SEA,AWAY,L, SEA
20170910,ANA,ANA @ SEA,AWAY,W, SEA
20170922,ANA,ANA @ HOU,AWAY,L, HOU
20170923,ANA,ANA @ HOU,AWAY,L, HOU
20170924,ANA,ANA @ HOU,AWAY,W, HOU
20170925,ANA,ANA @ CHA,AWAY,L, CHA
20170926,ANA,ANA @ CHA,AWAY,W, CHA
20170927,ANA,ANA @ CHA,AWAY,L, CHA
20170928,ANA,ANA @ CHA,AWAY,L, CHA
20120406,ANA ,ANA .vs KCA,HOME,W, KCA
20120407,ANA ,ANA .vs KCA,HOME,L, KCA
20120408,ANA ,ANA .vs KCA,HOME,L, KCA
20120416,ANA ,ANA .vs OAK,HOME,W, OAK
20120417,ANA ,ANA .vs OAK,HOME,L, OAK
20120418,ANA ,ANA .vs OAK,HOME,L, OAK
20120419,ANA ,ANA .vs OAK,HOME,L, OAK
20120420,ANA ,ANA .vs BAL,HOME,W, BAL
20120421,ANA ,ANA .vs BAL,HOME,W, BAL
20120422,ANA ,ANA .vs BAL,HOME,L, BAL
20120430,ANA ,ANA .vs MIN,HOME,W, MIN
20120501,ANA ,ANA .vs MIN,HOME,W, MIN
20120502,ANA ,ANA .vs MIN,HOME,W, MIN
20120503,ANA ,ANA .vs TOR,HOME,L, TOR
