Team Name,MATCHUP,Location,WL,OPPONENT
WAS ,WAS .vs LAN,HOME,W, LAN
WAS ,WAS .vs LAN,HOME,L, LAN
WAS ,WAS .vs MIL,HOME,L, MIL
WAS ,WAS .vs MIL,HOME,W, MIL
WAS ,WAS .vs CHA,HOME,W, CHA
WAS ,WAS .vs DET,HOME,W, DET
WAS ,WAS .vs CHN,HOME,L, CHN
WAS ,WAS .vs MIN,HOME,L, MIN
WAS ,WAS .vs MIN,HOME,W, MIN
WAS ,WAS .vs SFN,HOME,L, SFN
WAS ,WAS .vs ANA,HOME,L, ANA
WAS ,WAS .vs ANA,HOME,W, ANA
WAS ,WAS .vs TEX,HOME,W, TEX
WAS ,WAS .vs TEX,HOME,L, TEX
WAS ,WAS .vs NYA,HOME,W, NYA
WAS ,WAS .vs TOR,HOME,W, TOR
WAS ,WAS .vs TOR,HOME,L, TOR
WAS ,WAS .vs DET,HOME,L, DET
WAS ,WAS .vs CLE,HOME,L, CLE
WAS ,WAS .vs CLE,HOME,W, CLE
WAS ,WAS .vs SEA,HOME,W, SEA
WAS ,WAS .vs SEA,HOME,L, SEA
